identifiant	tei:title	marc:titre_propre	site:nom	site:prenom	Nom:majuscules	Nom :capitalisés 	Idref:key	Idref:url	site:promotion	benc:pp	site :tri	site :sexe	site :notBefore	site :notAfter	site :professeur	site :lodel	Commentaire	benc:volume	benc:autorite?	site:id?	Date d'édition	Promotion	TOME	"COTE Thèse AN 
AB XXVIII "	ppn thèse (NC=non catalogué)	Lieu	Début-Fin de période	Dimensions en cm	Cote Thèse BENC	Renseigner : contribue au constat d'état
ENCPOS_1902_01	Le conseil et les réformés de 1652 à 1658	Le conseil et les réformés de 1652 à 1658	Cochin	Augustin	Augustin COCHIN	Augustin Cochin			1902	7-11	cochin	1	1652	1658				7-1901-1905	Cochin, Augustin	190201		1902			NC		1652-1658			bon état
ENCPOS_1902_02	Les Antilles_françaises avant Colbert ( ?-1664) : les sources, les origines	Les Antilles françaises avant Colbert ( ?-1664) : les sources, les origines	Dampierre, De	Jacques	Jacques DE DAMPIERRE	Jacques de Dampierre			1902	13-22	dampierre	1	1500	1664				7-1901-1905	Dampierre, De, Jacques	190202		1902			NC		1500-1664			bon état
ENCPOS_1902_03	Jean_Canard, avocat du roi au Parlement, chancelier de Bourgogne et évêque d’Arras (13..-1407)	Jean Canard, avocat du roi au Parlement, chancelier de Bourgogne et évêque d’Arras (13..-1407)	Giard	Édouard	Édouard GIARD	Édouard Giard			1902	23-28	giard	1	1300	1407				7-1901-1905	Giard, Édouard	190203		1902			NC		1300-1407			bon état
ENCPOS_1902_04	Les prévôtés royales au Moyen_Âge	Les prévôtés royales au Moyen Âge	Gravier	Henri	Henri GRAVIER	Henri Gravier			1902	29-35	gravier	1	1000	1499				7-1901-1905	Gravier, Henri	190204		1902			NC		1000-1499			bon état
ENCPOS_1902_05	Étude sur la condition des classes agricoles en Franche-Comté du <abbr>xii<sup>e</sup></abbr> au <abbr>xiv<sup>e</sup></abbr> siècle	Étude sur la condition des classes agricoles en Franche-Comté du xiie au xive siècle	Guignard	Fernand	Fernand GUIGNARD	Fernand Guignard			1902	37-41	guignard	1	1100	1399				7-1901-1905	Guignard, Fernand	190205		1902			NC		1100-1399			bon état
ENCPOS_1902_06	La régence du duc de Bedford à Paris de 1422 à 1435	La régence du duc de Bedford à Paris de 1422 à 1435	Huard	Robert	Robert HUARD	Robert Huard			1902	43-55	huard	1	1422	1435				7-1901-1905	Huard, Robert	190206		1902			NC		1422-1435			bon état
ENCPOS_1902_07	La diplomatie française et l’indépendance du Portugal au <abbr>xvii<sup>e</sup></abbr> siècle	La diplomatie française et l’indépendance du Portugal au xviie siècle	Knight	Jean	Jean KNIGHT	Jean Knight			1902	57-68	knight	1	1600	1699				7-1901-1905	Knight, Jean	190207		1902			NC		1600-1699			bon état
ENCPOS_1902_08	Un collaborateur de Richelieu, Abel_Servien (1591 ?-1636)	Un collaborateur de Richelieu, Abel Servien (1591 ?-1636)	Lavollée	Robert	Robert LAVOLLÉE	Robert Lavollée			1902	69-83	lavollee	1	1591	1636				7-1901-1905	Lavollée, Robert	190208		1902			NC		1591-1636			bon état
ENCPOS_1902_09	Étude sur la forêt de Villers-Cotterets (forêt de Retz)	Étude sur la forêt de Villers-Cotterets (forêt de Retz)	Le Pelletier	Louis	Louis LE PELLETIER	Louis Le Pelletier			1902	85-92	lepelletier	1	-500	1902				7-1901-1905	Le Pelletier, Louis	190209		1902			NC		-500-1902			bon état
ENCPOS_1902_10	Introduction historique et diplomatique au catalogue des actes de Raoul, duc de Lorraine (1329-1346)	Introduction historique et diplomatique au catalogue des actes de Raoul, duc de Lorraine (1329-1346)	Levallois	Henri	Henri LEVALLOIS	Henri Levallois			1902	93-99	levallois	1	1329	1346				7-1901-1905	Levallois, Henri	190210		1902			NC		1329-1346			bon état
ENCPOS_1902_11	Étude sur les relations de Louis_XI avec l’Angleterre	Étude sur les relations de Louis XI avec l’Angleterre	Perinelle	Georges	Georges, PÉRINELLE	Georges, Périnelle			1902	101-107	perinelle	1	1461	1483				7-1901-1905	Perinelle, Georges	190211		1902			NC		1461-1483			bon état
ENCPOS_1902_12	Étude sur la forêt de Roumare	Étude sur la forêt de Roumare	Prévost	Michel	M. PRÉVOST	M. Prévost			1902	109-117	prevost	1	-500	1902				7-1901-1905	Prévost, Michel	190212		1902			NC		-500-1902			bon état
ENCPOS_1902_NEXT		pages postliminaires							1902	-119								7-1901-1905												
ENCPOS_1902_PREV		pages liminaires							1902	0-6								7-1901-1905												
ENCPOS_1903_01	Essai sur Louis_de_Chalon, prince d’Orange et vicaire impérial en Bourgogne (1390-1463)	Essai sur Louis de Chalon, prince d’Orange et vicaire impérial en Bourgogne (1390-1463)	Barbey	Frédéric	Frédéric BARBEY	Frédéric Barbey			1903	1-8	barbey	1	1390	1463				7-1901-1905	Barbey, Frédéric	190301		1903			NC		1390-1463			bon état
ENCPOS_1903_02	La miniature carolingienne dans le nord de la France	La miniature carolingienne dans le nord de la France	Boinet	Amédée	Amédée BOINET	Amédée Boinet			1903	9-22	boinet	1	800	999				7-1901-1905	Boinet, Amédée	190302		1903			NC		800-999			bon état
ENCPOS_1903_03	Histoire de la commune de Soissons et du groupe communal soissonnais	Histoire de la commune de Soissons et du groupe communal soissonnais	Bourgin	Georges	Georges BOURGIN	Georges Bourgin			1903	23-44	bourgin	1	1100	1903				7-1901-1905	Bourgin, Georges	190303		1903			NC		1100-1903			bon état
ENCPOS_1903_04	Essai sur la vie et le rôle d’Olivier_IV, sire de Clisson et de Belleville, connétable de France (1336-1407)	Essai sur la vie et le rôle d’Olivier IV, sire de Clisson et de Belleville, connétable de France (1336-1407), suivi d'un catalogue d'actes	Bruel	François-Louis	François L. BRUEL	François L. Bruel			1903	45-50	bruel	1	1336	1407				7-1901-1905	Bruel, François-Louis	190304		1903			NC		1336-1407			bon état
ENCPOS_1903_05	Les marais de la Sèvre_Niortaise et du Lay du <abbr>x<sup>e</sup></abbr> à la fin du <abbr>xvi<sup>e</sup></abbr> siècle	Les marais de la Sèvre Niortaise et du Lay du xe à la fin du xvie siècle	Clouzot	Étienne	Étienne CLOUZOT	Étienne Clouzot			1903	51-57	clouzot	1	900	1599				7-1901-1905	Clouzot, Étienne	190305		1903			NC		900-1599			bon état
ENCPOS_1903_06	Le conseil des prises sous l’Ancien_Régime (XVII<sup>e</sup> et <abbr>xviii<sup>e</sup></abbr> siècles)	Le conseil des prises sous l’Ancien Régime (xviie et xviiie siècles)	Dumas	Auguste	Auguste DUMAS	Auguste Dumas			1903	59-66	dumas	1	1600	1799				7-1901-1905	Dumas, Auguste	190306		1903			NC		1600-1799			bon état
ENCPOS_1903_07	François_de_Valois, duc d’Alençon et d’Anjou, les Malcontents, les Pays-Bas (1554-1584)	François de Valois, duc d’Alençon et d’Anjou, les Malcontents, les Pays-Bas (1554-1584)	Esquer	Gabriel	Gabriel ESQUER	Gabriel Esquer			1903	67-83	esquer	1	1554	1584				7-1901-1905	Esquer, Gabriel	190307		1903			NC		1554-1584			bon état
ENCPOS_1903_08	Jean, duc de normandie (1319-1350), contribution à l’étude du règne de Philippe_de_Valois	Jean duc de Normandie (1319-1350), contribution à l’étude du règne de Philippe de Valois	Fages	Étienne	Étienne FAGES	Étienne Fages			1903	85-90	fages	1	1319	1350				7-1901-1905	Fages, Étienne	190308		1903			NC		1319-1350			bon état
ENCPOS_1903_09	Les états du comté Venaissin, depuis leurs origines jusqu’à la fin du <abbr>xvi<sup>e</sup></abbr> siècle	Les états du comté Venaissin, depuis leurs origines jusqu’à la fin du xvie siècle	Girard	Joseph	J. GIRARD	J. Girard			1903	91-97	girard	1	0	1600				7-1901-1905	Girard, Joseph	190309		1903			NC		0-1600			bon état
ENCPOS_1903_10	Geoffroi_de_Saint-Victor et la décadence des victorins à la fin du <abbr>xii<sup>e</sup></abbr> siècle	Geoffroi de Saint-Victor et la décadence des victorins à la fin du xiie siècle	Griveau	Robert	Robert GRIVEAU	Robert Griveau			1903	99-104	griveau	1	1150	1199				7-1901-1905	Griveau, Robert	190310		1903			NC		1150-1199			bon état
ENCPOS_1903_11	Les péages du Rhône, de Tournon à la mer, étude sur les droits de navigation au Moyen_Âge	Les péages du Rhône, de Tournon à la mer, étude sur les droits de navigation au Moyen Âge	Imbert	Léo	Léo IMBERT	Léo Imbert			1903	105-107	imbert	1	1000	1499				7-1901-1905	Imbert, Léo	190311		1903			NC		1000-1499			bon état
ENCPOS_1903_12	Gilles li Muisis	Gilles li Muisis	Lemaître	Henri	Henri LEMAÎTRE	Henri Lemaître			1903	109-112	lemaitre	1	1272	1353				7-1901-1905	Lemaître, Henri	190312		1903			NC		1272-1353			bon état
ENCPOS_1903_13	La politique hors d’Espagne d’Alfonse_II, roi d’Aragon (1162-1196), marquis de Provencce	La politique hors d’Espagne d’Alfonse II, roi d’Aragon (1162-1196), marquis de Provencce	Martin	Fernand-Eugène	Fernand-Eugène MARTIN	Fernand-Eugène Martin			1903	113-122	martin	1	1162	1196				7-1901-1905	Martin, Fernand-Eugène	190313		1903			NC		1162-1196			bon état
ENCPOS_1903_14	Introduction au catalogue des actes de Ferri_II dit III, roi d’Aragon (1251-1303)	Introduction au catalogue des actes de Ferri II dit III, roi d’Aragon (1251-1303)	Pange, De	Jean	Jean de PANGE	Jean de Pange			1903	123-133	pange	1	1251	1303				7-1901-1905	Pange, De, Jean	190314		1903			NC		1251-1303			bon état
ENCPOS_1903_15	Étude sur Concini, maréchal d’Ancre (14 mai 1610-8 juillet 1617)	Étude sur Concini, maréchal d’Ancre (14 mai 1610-8 juillet 1617)	Pigallet	Maurice	Maurice PIGALLET	Maurice Pigallet			1903	135-140	pigallet	1	1610	1617				7-1901-1905	Pigallet, Maurice	190315		1903			NC		1610-1617			bon état
ENCPOS_1903_NEXT		pages postliminaires							1903	-141								7-1901-1905												
ENCPOS_1903_PREV		pages liminaires							1903	0								7-1901-1905												
ENCPOS_1904_01	Barthélémy_de_Joux et l’évêché de Laon (1113-1150)	Barthélémy de Joux et l’évêché de Laon (1113-1150)	Anchel	Robert	Robert ANCHEL	Robert Anchel			1904	1-4	anchel	1	1113	1150				7-1901-1905	Anchel, Robert	190401		1904			NC		1113-1150			bon état
ENCPOS_1904_02	Louis_de_Sancerre, connétable de France (1340 ?-1403)	Louis de Sancerre, connétable de France (1340 ?-1403)	Bengy-Puyvallée, De	Maurice	Maurice de BENGY-PUYVALLÉE	Maurice de Bengy-Puyvallée			1904	5-9	bengypuyvallee	1	1340	1403				7-1901-1905	Bengy-Puyvallée, De, Maurice	190402		1904			NC		1340-1403			bon état
ENCPOS_1904_03	Recherches sur le cardinal_de_Châtillon, première partie (1517-1564)	Recherches sur le cardinal de Châtillon, première partie (1517-1564)	Clerc	André	André CLERC	André Clerc			1904	11-14	clerc	1	1517	1564				7-1901-1905	Clerc, André	190403		1904			NC		1517-1564			bon état
ENCPOS_1904_04	Étude historique sur le Collège_de_Boissy de l’Université de Paris (1358-1764)	Étude historique sur le Collège de Boissy de l’Université de Paris (1358-1764)	Crépy	Georges	Georges CRÉPY	Georges Crépy			1904	15-22	crepy	1	1358	1764				7-1901-1905	Crépy, Georges	190404		1904			NC		1358-1764			bon état
ENCPOS_1904_05	La chancellerie et les lettres royaux sous le règne de Charles_VI (1380-1422)	La chancellerie et les lettres royaux sous le règne de Charles VI (1380-1422)	Debraye	Henry	Henry DEBRAYE	Henry Debraye			1904	23-35	debraye	1	1380	1422				7-1901-1905	Debraye, Henry	190405		1904			NC		1380-1422			bon état
ENCPOS_1904_06	Essai sur l’histoire des comtes de Rodez au <abbr>xii<sup>e</sup></abbr> et au <abbr>xiii<sup>e</sup></abbr> siècle (1115-1304)	Essai sur l’histoire des comtes de Rodez au xiie et au xiiie siècle (1115-1304)	Delmas	Ernest	Ernest DELMAS	Ernest Delmas			1904	37-43	delmas	1	1115	1304				7-1901-1905	Delmas, Ernest	190406		1904			NC		1115-1304			bon état
ENCPOS_1904_07	Jacques_de_Molai, dernier grand maître de l’ordre des templiers (1244 ?-18 mars 1314)	Jacques de Molai, dernier grand maître de l’ordre des templiers (1244 ?-18 mars 1314)	Dugueyt	Paul	Paul DUGUEYT	Paul Dugueyt			1904	45-48	dugueyt	1	1244	1314				7-1901-1905	Dugueyt, Paul	190407		1904			NC		1244-1314			bon état
ENCPOS_1904_08	Le parler populaire des îles anglo-normandes, première partie : phonétique	Le parler populaire des îles anglo-normandes, première partie : phonétique	Emanuelli	François	François EMANUELLI	François Emanuelli			1904	49-55	emanuelli	1	1800	1904				7-1901-1905	Emanuelli, François	190408		1904			NC		1800-1904			bon état
ENCPOS_1904_09	Essai sur l’ornementation romane dans le département du Calvados	Essai sur l’ornementation romane dans le département du Calvados, suivi de remarques sur les principales églises du département	Engerand	Louis	Louis ENGERAND	Louis Engerand			1904	57-62	engerand	1	900	1199				7-1901-1905	Engerand, Louis	190409		1904			NC		900-1199			bon état
ENCPOS_1904_10	Les transformations politiques du comté d’Anjou sous les premiers Capétiens, le gouvernement de Foulque-Nerra (987-1040)	Les transformations politiques du comté d’Anjou sous les premiers Capétiens, le gouvernement de Foulque Nerra (987-1040)	Halphen	Louis	Louis HALPHEN	Louis Halphen			1904	63-70	halphen	1	987	1040				7-1901-1905	Halphen, Louis	190410		1904			NC		987-1040			bon état
ENCPOS_1904_11	La vie et les légations d’Hugues, évêque de Die (1073-1082)	La vie et les légations d’Hugues, évêque de Die (1073-1082), archevêque de Lyon (1082-1106)	Henriot	Gabriel-Louis	Gabriel Louis HENRIOT	Gabriel Louis Henriot			1904	71-73	henriot	1	1073	1082				7-1901-1905	Henriot, Gabriel-Louis	190411		1904			NC		1073-1082			bon état
ENCPOS_1904_12	Essai sur Fontarabie et les différends de cette ville avec le Labourd du <abbr>xv<sup>e</sup></abbr> au <abbr>xviii<sup>e</sup></abbr> siècle	Essai sur Fontarabie et les différends de cette ville avec le Labourd du xve au xviiie siècle	Legrand	Théodoric	Théodoric LEGRAND	Théodoric Legrand			1904	75-79	legrand	1	1400	1799				7-1901-1905	Legrand, Théodoric	190412		1904			NC		1400-1799			bon état
ENCPOS_1904_13	Essai sur Pierre_de_Ronsard : ses ancêtres, sa jeunesse	Essai sur Pierre de Ronsard : ses ancêtres, sa jeunesse	Longon	Henri	Henri LONGNON.	Henri Longnon.			1904	81-84	longon	1	1524	1585				7-1901-1905	Longon, Henri	190413		1904			NC		1524-1585			bon état
ENCPOS_1904_14	Les institutions municipales de genève au <abbr>xv<sup>e</sup></abbr> siècle, essai précédé d’une introduction sur l’établissement de la commune dans cette ville	Les institutions municipales de genève au xve siècle, essai précédé d’une introduction sur l’établissement de la commune dans cette ville	Micheli	Léopold	Léopold MICHELI	Léopold Micheli			1904	85-92	micheli	1	1400	1499				7-1901-1905	Micheli, Léopold	190414		1904			NC		1400-1499			bon état
ENCPOS_1904_15	Les bâtiments du roi sous le marquis de Marigny, directeur et ordonnateur général des bâtiments, jardins, arts, académies et manufactures royales (1751-1773)	Les bâtiments du roi sous le marquis de Marigny, directeur et ordonnateur général des bâtiments, jardins, arts, académies et manufactures royales (1751-1773)	Mondain-Monval	Jean	Jean MONDAIN MONVAL.	Jean Mondain Monval.			1904	93-98	mondainmonval	1	1751	1773				7-1901-1905	Mondain-Monval, Jean	190415		1904			NC		1751-1773			bon état
ENCPOS_1904_16	Étude sur les relations entre le Saint-Siège et le royaume de France de 1099 à 1108 (Pascal_II et Philippe_Ier)	Étude sur les relations entre le Saint-Siège et le royaume de France de 1099 à 1108 : Pascal II et Philippe Ier	Monod	Bernard	Bernard MONOD	Bernard Monod			1904	99-112	monod	1	1099	1108				7-1901-1905	Monod, Bernard	190416		1904			NC		1099-1108			bon état
ENCPOS_1904_17	Charles_de_Coucis, seigneur de Burie, capitaine et lieutenant du roi en Guyenne en l’absence du roi de Navarre (1491-1565)	Charles de Coucis, seigneur de Burie, capitaine et lieutenant du roi en Guyenne en l’absence du roi de Navarre (1491-1565)	Pandin De Lussaudière	Jules	J. PANDIN DE LUSSAUDIÈRE	J. Pandin de Lussaudière			1904	113-118	pandindelussaudiere	1	1491	1565				7-1901-1905	Pandin De Lussaudière, Jules	190417		1904			NC		1491-1565			bon état
ENCPOS_1904_18	Histoire de la draperie à Castres sous l’Ancien_Régime	Histoire de la draperie à Castres sous l’Ancien Régime	Pélissier	Edmond	Edmond PÉLISSIER	Edmond Pélissier			1904	119-122	pelissier	1	1500	1789				7-1901-1905	Pélissier, Edmond	190418		1904			NC		1500-1789			bon état
ENCPOS_1904_19	La dignité archiépiscopale et l’autorité métropolitaine dans l’Église_des_Gaules et l’Église_de_France du <abbr>iv<sup>e</sup></abbr> siècle au concile_de_Trente (1563)	La dignité archiépiscopale et l’autorité métropolitaine dans l’Église des Gaules et l’Église de France du ive siècle au concile de Trente (1563)	Pressac	Pierre	Pierre PRESSAC	Pierre Pressac			1904	123-130	pressac	1	300	1563				7-1901-1905	Pressac, Pierre	190419		1904			NC		300-1563			bon état
ENCPOS_1904_NEXT		pages postliminaires							1904	-131								7-1901-1905												
ENCPOS_1904_PREV		pages liminaires							1904	0								7-1901-1905												
ENCPOS_1905_01	Le procès de Bigorre et les Debita regi Navarrae in comitatu Bigorrensi	Le procès de Bigorre et les Debita regi Navarrae in comitatu Bigorrensi (Arch. Nat. JJ . 12)	Balencie	Gaston	Gaston BALENCIE	Gaston Balencie			1905	1-10	balencie	1	1254	1503				7-1901-1905	Balencie, Gaston	190501		1905			NC		1254-1503			bon état
ENCPOS_1905_02	L’administration d’André_Jubert_de_Bouville, intendant d’Orléans (1694-1709)	L’administration d’André Jubert de Bouville, intendant d’Orléans (1694-1709)	Beaucorps, De	Charles	Charles de BEAUGORPS	Charles de Beaugorps			1905	11-24	beaucorps	1	1694	1709				7-1901-1905	Beaucorps, De, Charles	190502		1905			NC		1694-1709			bon état
ENCPOS_1905_03	Arnoul, évêque de Lisieux (1141-1184), études sur les manuscrits de ses lettres, poésies et sermons et sur quelques points de sa biographie	Arnoul, évêque de Lisieux (1141-1184), études sur les manuscrits de ses lettres, poésies et sermons et sur quelques points de sa biographie	Bouteron	Marcel	Marcel BOUTERON	Marcel Bouteron			1905	25-31	bouteron	1	1141	1184				7-1901-1905	Bouteron, Marcel	190503		1905			NC		1141-1184			bon état
ENCPOS_1905_04	Catalogue des actes des évêques et archevêques de Tours (VIII<sup>e</sup>-XI<sup>e</sup> siècles), précédé d’une introduction chronologique sur l’époque de la mort de Saint_Martin	Catalogue des actes des évêques et archevêques de Tours (viiie-xie siècles), précédé d’une introduction chronologique sur l’époque de la mort de saint Martin	Boutillier Du Retail	Armand	A. BOUTILLIER DU RETAIL	A. Boutillier Du Retail			1905	33-36	boutillierduretail	1	700	1099				7-1901-1905	Boutillier Du Retail, Armand	190504		1905			NC		700-1099			bon état
ENCPOS_1905_05	Étude historique sur le Collège_de_Fortet, de l’Université de Paris (1394-1764)	Étude historique sur le Collège de Fortet, de l’Université de Paris (1394-1764)	Busquet	Raoul	Raoul BUSQUET	Raoul Busquet			1905	37-44	busquet	1	1394	1764				7-1901-1905	Busquet, Raoul	190505		1905			NC		1394-1764			bon état
